hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 1020.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1080.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1140.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1200.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1260.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1320.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1380.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1440.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1500.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1560.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1620.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1680.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1740.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1800.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1860.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1920.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1980.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2040.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2100.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2160.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2220.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2280.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2340.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2400.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2460.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2520.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2580.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2640.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2700.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2760.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2820.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2880.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2940.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3000.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3060.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3120.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3180.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3240.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3300.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3360.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3420.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3480.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3540.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 60.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 120.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 180.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 240.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 300.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 360.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 420.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 480.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 540.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 600.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 660.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 720.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 780.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 840.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 900.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 960.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1020.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1080.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1140.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1200.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1260.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1320.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1380.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1440.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1500.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1560.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1620.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1680.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1740.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1800.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1860.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1920.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1980.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2040.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2100.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2160.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2220.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2280.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2340.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2400.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2460.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2520.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2580.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2640.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2700.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2760.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2820.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2880.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2940.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 3000.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 3060.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 3120.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 3180.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 3240.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 3300.00000, 281.374, 2.61352, 281.374, -117.386, 281.374, 122.614, 0, 0, 24.7802, -177.389, 24.7802, 62.6105, 24.7802, -57.3895, 4.84713E-009, 62.6704
1, 3360.00000, 283.107, 3.78354, 283.107, -116.216, 283.107, 123.784, 0, 0, 35.8464, -176.209, 35.8464, 63.7909, 35.8464, -56.2091, 7.03574E-009, 63.7469
1, 3420.00000, 281.537, 2.72652, 281.537, -117.273, 281.537, 122.727, 0, 0, 25.8532, -177.28, 25.8532, 62.7197, 25.8532, -57.2803, 5.06299E-009, 62.7455
1, 3480.00000, 277.136, 0.000735538, 277.136, -119.999, 277.136, 120.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 3540.00000, 277.127, -0.000212624, 277.127, -120, 277.127, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.00000, 277.129, 2.75501E-005, 277.129, -120, 277.129, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 60.00000, 277.128, -2.86301E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 120.00000, 277.128, -1.61751E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 180.00000, 277.128, -1.88267E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 240.00000, 277.128, -1.82806E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 300.00000, 277.128, -1.83899E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 360.00000, 277.128, -1.83686E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 420.00000, 277.128, -1.83726E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 480.00000, 277.128, -1.83719E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 540.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 600.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 660.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 720.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 780.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 840.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 900.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 960.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 1020.00000, 277.128, -1.8372E-005, 277.128, -120, 277.128, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 1080.00000, 284.151, 4.55554, 284.151, -115.444, 284.151, 124.556, 0, 0, 43.1612, -175.449, 43.1612, 64.5508, 43.1612, -55.4492, 8.48257E-009, 64.7124
2, 1140.00000, 284.439, 4.77417, 284.439, -115.226, 284.439, 124.774, 0, 0, 45.2231, -175.234, 45.2231, 64.7665, 45.2231, -55.2335, 8.89697E-009, 64.7087
2, 1200.00000, 283.859, 4.3298, 283.859, -115.67, 283.859, 124.33, 0, 0, 41.0442, -175.667, 41.0442, 64.3334, 41.0442, -55.6666, 8.06754E-009, 64.3148
2, 1260.00000, 286.569, 6.44473, 286.569, -113.555, 286.569, 126.445, 0, 0, 60.9765, -173.544, 60.9765, 66.456, 60.9765, -53.544, 1.20881E-008, 66.2395
2, 1320.00000, 287.861, 7.59381, 287.861, -112.406, 287.861, 127.594, 0, 0, 71.7957, -172.401, 71.7957, 67.5992, 71.7957, -52.4008, 1.43272E-008, 67.3796
2, 1380.00000, 287.744, 7.51417, 287.744, -112.486, 287.744, 127.514, 0, 0, 71.0494, -172.501, 71.0494, 67.4991, 71.0494, -52.5009, 1.42134E-008, 67.4556
2, 1440.00000, 287.606, 7.36168, 287.606, -112.638, 287.606, 127.362, 0, 0, 69.616, -172.634, 69.616, 67.3662, 69.616, -52.6338, 1.38902E-008, 67.2953
2, 1500.00000, 287.371, 7.14765, 287.371, -112.852, 287.371, 127.148, 0, 0, 67.6026, -172.846, 67.6026, 67.1543, 67.6026, -52.8457, 1.34688E-008, 67.046
2, 1560.00000, 287.361, 7.14927, 287.361, -112.851, 287.361, 127.149, 0, 0, 67.6191, -172.852, 67.6191, 67.1481, 67.6191, -52.8519, 1.34845E-008, 67.0847
2, 1620.00000, 287.617, 7.38797, 287.617, -112.612, 287.617, 127.388, 0, 0, 69.8685, -172.619, 69.8685, 67.3807, 69.8685, -52.6193, 1.39559E-008, 67.2864
2, 1680.00000, 287.939, 7.68641, 287.939, -112.314, 287.939, 127.686, 0, 0, 72.6746, -172.323, 72.6746, 67.6774, 72.6746, -52.3226, 1.45493E-008, 67.5767
2, 1740.00000, 288.215, 7.94295, 288.215, -112.057, 288.215, 127.943, 0, 0, 75.0843, -172.065, 75.0843, 67.9353, 75.0843, -52.0647, 1.50563E-008, 67.8362
2, 1800.00000, 288.245, 7.96136, 288.245, -112.039, 288.245, 127.961, 0, 0, 75.2338, -172.039, 75.2338, 67.9613, 75.2338, -52.0387, 1.50773E-008, 67.8108
2, 1860.00000, 288.149, 7.8891, 288.149, -112.111, 288.149, 127.889, 0, 0, 74.5743, -172.124, 74.5743, 67.8759, 74.5743, -52.1241, 1.49397E-008, 67.7667
2, 1920.00000, 288.101, 7.83771, 288.101, -112.162, 288.101, 127.838, 0, 0, 74.0946, -172.171, 74.0946, 67.8289, 74.0946, -52.1711, 1.48378E-008, 67.7032
2, 1980.00000, 288.109, 7.83034, 288.109, -112.17, 288.109, 127.83, 0, 0, 74.031, -172.168, 74.031, 67.8322, 74.031, -52.1678, 1.48228E-008, 67.7188
2, 2040.00000, 288.162, 7.87202, 288.162, -112.128, 288.162, 127.872, 0, 0, 74.4158, -172.12, 74.4158, 67.8796, 74.4158, -52.1204, 1.49062E-008, 67.7667
2, 2100.00000, 288.339, 8.05885, 288.339, -111.941, 288.339, 128.059, 0, 0, 76.1724, -171.947, 76.1724, 68.0535, 76.1724, -51.9465, 1.52827E-008, 67.9334
2, 2160.00000, 288.521, 8.2344, 288.521, -111.766, 288.521, 128.234, 0, 0, 77.8197, -171.771, 77.8197, 68.2293, 77.8197, -51.7707, 1.5633E-008, 68.1128
2, 2220.00000, 288.911, 8.62907, 288.911, -111.371, 288.911, 128.629, 0, 0, 81.5244, -171.382, 81.5244, 68.618, 81.5244, -51.382, 1.64316E-008, 68.4942
2, 2280.00000, 289.456, 9.19697, 289.456, -110.803, 289.456, 129.197, 0, 0, 86.8465, -170.818, 86.8465, 69.1817, 86.8465, -50.8183, 1.75887E-008, 69.0549
2, 2340.00000, 290.181, 9.97978, 290.181, -110.02, 290.181, 129.98, 0, 0, 94.1386, -170.024, 94.1386, 69.9755, 94.1386, -50.0244, 1.91869E-008, 69.7206
2, 2400.00000, 290.612, 10.4982, 290.612, -109.502, 290.612, 130.498, 0, 0, 99.0034, -169.514, 99.0034, 70.4859, 99.0034, -49.5141, 2.02817E-008, 70.316
2, 2460.00000, 290.065, 9.83556, 290.065, -110.164, 290.065, 129.836, 0, 0, 92.8308, -170.161, 92.8308, 69.8394, 92.8308, -50.1606, 1.88607E-008, 69.7481
2, 2520.00000, 288.018, 7.75974, 288.018, -112.24, 288.018, 127.76, 0, 0, 73.3716, -172.25, 73.3716, 67.7504, 73.3716, -52.2496, 1.47089E-008, 67.8538
2, 2580.00000, 281.864, 2.93052, 281.864, -117.069, 281.864, 122.931, 0, 0, 27.7662, -177.065, 27.7662, 62.9353, 27.7662, -57.0647, 5.44788E-009, 62.7514
2, 2640.00000, 281.184, 2.48854, 281.184, -117.511, 281.184, 122.489, 0, 0, 23.5944, -177.514, 23.5944, 62.4856, 23.5944, -57.5144, 4.61614E-009, 62.4294
2, 2700.00000, 277.136, 0.000663118, 277.136, -119.999, 277.136, 120.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 2760.00000, 277.127, -0.000194517, 277.127, -120, 277.127, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 2820.00000, 277.129, 2.33497E-005, 277.129, -120, 277.129, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 2880.00000, 283.713, 4.23345, 283.713, -115.767, 283.713, 124.233, 0, 0, 40.1156, -175.771, 40.1156, 64.229, 40.1156, -55.771, 7.87613E-009, 64.3543
2, 2940.00000, 281.329, 2.5846, 281.329, -117.415, 281.329, 122.585, 0, 0, 24.4827, -177.419, 24.4827, 62.581, 24.4827, -57.419, 4.79946E-009, 62.5766
2, 3000.00000, 282.462, 3.33696, 282.462, -116.663, 282.462, 123.337, 0, 0, 31.6219, -176.658, 31.6219, 63.3418, 31.6219, -56.6582, 6.20183E-009, 63.2573
2, 3060.00000, 287.424, 7.20826, 287.424, -112.792, 287.424, 127.208, 0, 0, 68.1799, -172.795, 68.1799, 67.2052, 68.1799, -52.7948, 1.35625E-008, 67.3474
2, 3120.00000, 289.456, 9.16439, 289.456, -110.836, 289.456, 129.164, 0, 0, 86.528, -170.828, 86.528, 69.1722, 86.528, -50.8278, 1.74715E-008, 68.918
2, 3180.00000, 289.423, 9.14596, 289.423, -110.854, 289.423, 129.146, 0, 0, 86.3611, -170.858, 86.3611, 69.1424, 86.3611, -50.8576, 1.74665E-008, 69.039
2, 3240.00000, 289.442, 9.16186, 289.442, -110.838, 289.442, 129.162, 0, 0, 86.4953, -170.839, 86.4953, 69.1613, 86.4953, -50.8387, 1.74923E-008, 68.9654
2, 3300.00000, 289.538, 9.24221, 289.538, -110.758, 289.538, 129.242, 0, 0, 87.2646, -170.744, 87.2646, 69.2561, 87.2646, -50.7439, 1.76461E-008, 69.1244
2, 3360.00000, 289.5, 9.22329, 289.5, -110.777, 289.5, 129.223, 0, 0, 87.1067, -170.778, 87.1067, 69.2224, 87.1067, -50.7776, 1.76282E-008, 69.0675
2, 3420.00000, 289.513, 9.23697, 289.513, -110.763, 289.513, 129.237, 0, 0, 87.2009, -170.764, 87.2009, 69.2362, 87.2009, -50.7638, 1.76361E-008, 69.0513
2, 3480.00000, 289.572, 9.28648, 289.572, -110.714, 289.572, 129.286, 0, 0, 87.6787, -170.705, 87.6787, 69.2951, 87.6787, -50.7049, 1.77422E-008, 69.1521
2, 3540.00000, 289.634, 9.3505, 289.634, -110.65, 289.634, 129.35, 0, 0, 88.2762, -170.639, 88.2762, 69.3612, 88.2762, -50.6388, 1.78721E-008, 69.1913
3, 0.00000, 289.785, 9.49487, 289.785, -110.505, 289.785, 129.495, 0, 0, 89.6272, -170.481, 89.6272, 69.5191, 89.6272, -50.4809, 1.81641E-008, 69.3695
3, 60.00000, 289.808, 9.54453, 289.808, -110.455, 289.808, 129.545, 0, 0, 90.0883, -170.448, 90.0883, 69.552, 90.0883, -50.448, 1.82696E-008, 69.3702
3, 120.00000, 289.877, 9.61447, 289.877, -110.386, 289.877, 129.614, 0, 0, 90.7454, -170.374, 90.7454, 69.6261, 90.7454, -50.3739, 1.84085E-008, 69.4634
3, 180.00000, 289.942, 9.68635, 289.942, -110.314, 289.942, 129.686, 0, 0, 91.4167, -170.302, 91.4167, 69.6981, 91.4167, -50.3019, 1.85591E-008, 69.5217
